epoch,step,train_loss,val_acc,val_loss
0,49,0.339029997587204,,
0,99,0.24009180068969727,,
0,149,0.23551161587238312,,
0,199,0.23433397710323334,,
0,249,0.22981120645999908,,
0,299,0.231522798538208,,
0,349,0.23417767882347107,,
0,399,0.22434420883655548,,
0,449,0.23126116394996643,,
0,499,0.22231611609458923,,
0,549,0.2157496064901352,,
0,599,0.22442267835140228,,
0,649,0.21569496393203735,,
0,699,0.21813765168190002,,
0,749,0.213743194937706,,
0,799,0.21505749225616455,,
0,849,0.21965956687927246,,
0,899,0.21188202500343323,,
0,949,0.2101612538099289,,
0,999,0.2115970402956009,,
0,1049,0.2204941213130951,,
0,1099,0.2148464322090149,,
0,1149,0.21508170664310455,,
0,1199,0.20776788890361786,,
0,1249,0.20972314476966858,,
0,1299,0.19767014682292938,,
0,1349,0.2060912400484085,,
0,1399,0.20430925488471985,,
0,1449,0.2026405781507492,,
0,1499,0.2120557576417923,,
0,1549,0.2045002430677414,,
0,1599,0.20023508369922638,,
0,1649,0.20925486087799072,,
0,1699,0.192638099193573,,
0,1749,0.20888306200504303,,
0,1799,0.20597167313098907,,
0,1849,0.20046155154705048,,
0,1899,0.19934262335300446,,
0,1949,0.1996147185564041,,
0,1999,0.20151548087596893,,
0,2049,0.18717683851718903,,
0,2099,0.2065054029226303,,
0,2149,0.19412356615066528,,
0,2199,0.19265912473201752,,
0,2249,0.20165641605854034,,
0,2299,0.1924927532672882,,
0,2349,0.1941138356924057,,
0,2399,0.1840154379606247,,
0,2449,0.1857052445411682,,
0,2499,0.19123342633247375,,
0,2549,0.18960170447826385,,
0,2599,0.19680429995059967,,
0,2649,0.19135607779026031,,
0,2699,0.20028209686279297,,
0,2749,0.18678276240825653,,
0,2799,0.1865396350622177,,
0,2849,0.1951066553592682,,
0,2899,0.19082708656787872,,
0,2949,0.20162688195705414,,
0,2999,0.1887926459312439,,
0,3049,0.20000126957893372,,
0,3099,0.18273794651031494,,
0,3149,0.18391035497188568,,
0,3199,0.19485928118228912,,
0,3249,0.18616308271884918,,
0,3299,0.19242125749588013,,
0,3349,0.194177508354187,,
0,3399,0.1827123910188675,,
0,3449,0.1789819747209549,,
0,3499,0.19779551029205322,,
0,3549,0.18889476358890533,,
0,3599,0.19515356421470642,,
0,3649,0.18392419815063477,,
0,3699,0.1862024962902069,,
0,3749,0.1840444654226303,,
0,3799,0.19238735735416412,,
0,3849,0.1834532469511032,,
0,3899,0.18374870717525482,,
0,3949,0.18573631346225739,,
0,3999,0.18616560101509094,,
0,4049,0.1946551352739334,,
0,4099,0.18951259553432465,,
0,4149,0.19116325676441193,,
0,4199,0.192245751619339,,
0,4249,0.18263225257396698,,
0,4299,0.19973868131637573,,
0,4349,0.18308869004249573,,
0,4399,0.18355216085910797,,
0,4449,0.1787002980709076,,
0,4499,0.18200045824050903,,
0,4549,0.18807971477508545,,
0,4599,0.18641889095306396,,
0,4649,0.18256856501102448,,
0,4699,0.17941686511039734,,
0,4749,0.191935732960701,,
0,4799,0.18571630120277405,,
0,4849,0.1864873468875885,,
0,4899,0.18396779894828796,,
0,4949,0.18786409497261047,,
0,4999,0.1790599524974823,,
0,5049,0.19279845058918,,
0,5099,0.18175643682479858,,
0,5149,0.18191039562225342,,
0,5199,0.1829439401626587,,
0,5249,0.19034019112586975,,
0,5299,0.18248066306114197,,
0,5349,0.1793213188648224,,
0,5399,0.1945231407880783,,
0,5449,0.1815330535173416,,
0,5499,0.18968379497528076,,
0,5549,0.17700842022895813,,
0,5599,0.19554047286510468,,
0,5649,0.18349935114383698,,
0,5699,0.18343928456306458,,
0,5749,0.17648109793663025,,
0,5799,0.18536508083343506,,
0,5849,0.18674947321414948,,
0,5899,0.19054874777793884,,
0,5949,0.18275955319404602,,
0,5999,0.1883959174156189,,
0,6049,0.1841355860233307,,
0,6099,0.1847081333398819,,
0,6149,0.18824517726898193,,
0,6199,0.18649843335151672,,
0,6249,0.17741282284259796,,
0,6299,0.18576650321483612,,
0,6349,0.17638888955116272,,
0,6399,0.17861498892307281,,
0,6449,0.17823612689971924,,
0,6499,0.18221409618854523,,
0,6549,0.18669246137142181,,
0,6599,0.18201503157615662,,
0,6649,0.17785094678401947,,
0,6699,0.185492143034935,,
0,6749,0.1895076483488083,,
0,6799,0.18145370483398438,,
0,6849,0.18476855754852295,,
0,6899,0.1903616487979889,,
0,6949,0.18672001361846924,,
0,6999,0.17588652670383453,,
0,7049,0.17828860878944397,,
0,7099,0.1763654351234436,,
0,7149,0.17597495019435883,,
0,7199,0.17653788626194,,
0,7249,0.18950322270393372,,
0,7299,0.18549299240112305,,
0,7349,0.1807536780834198,,
0,7399,0.18054065108299255,,
0,7449,0.18389201164245605,,
0,7499,0.18649795651435852,,
0,7549,0.18454650044441223,,
0,7599,0.1843421906232834,,
0,7649,0.18685998022556305,,
0,7699,0.18633238971233368,,
0,7749,0.18129602074623108,,
0,7799,0.1791398674249649,,
0,7849,0.1796402782201767,,
0,7899,0.17611148953437805,,
0,7949,0.18319016695022583,,
0,7999,0.18199890851974487,,
0,8049,0.1836145520210266,,
0,8099,0.18805722892284393,,
0,8149,0.18268705904483795,,
0,8199,0.175790935754776,,
0,8249,0.17470550537109375,,
0,8299,0.18507792055606842,,
0,8349,0.17560788989067078,,
0,8399,0.18636980652809143,,
0,8449,0.17923963069915771,,
0,8499,0.18041428923606873,,
0,8549,0.1806366890668869,,
0,8599,0.1814795583486557,,
0,8649,0.18756219744682312,,
0,8699,0.17358480393886566,,
0,8749,0.17329838871955872,,
0,8799,0.18419982492923737,,
0,8849,0.17991115152835846,,
0,8899,0.18092937767505646,,
