epoch,step,train_loss,val_acc,val_loss
0,49,0.5076562762260437,,
0,99,0.3258788287639618,,
0,149,0.2665647566318512,,
0,199,0.24497070908546448,,
0,249,0.24986080825328827,,
0,299,0.2600196599960327,,
0,349,0.2461460381746292,,
0,399,0.23566973209381104,,
0,449,0.23092742264270782,,
0,499,0.23264309763908386,,
0,549,0.2361731380224228,,
0,599,0.23643800616264343,,
0,649,0.23249401152133942,,
0,699,0.23032812774181366,,
0,749,0.23143625259399414,,
0,799,0.22776252031326294,,
0,849,0.23432844877243042,,
0,899,0.2208341360092163,,
0,949,0.2256810963153839,,
0,999,0.20768201351165771,,
0,1049,0.2254820019006729,,
0,1099,0.22483107447624207,,
0,1149,0.2104225605726242,,
0,1199,0.22634628415107727,,
0,1249,0.21897722780704498,,
0,1299,0.21048715710639954,,
0,1349,0.22285661101341248,,
0,1399,0.2183632254600525,,
0,1449,0.21584172546863556,,
0,1499,0.2086901068687439,,
0,1549,0.20955227315425873,,
0,1599,0.21978381276130676,,
0,1649,0.21355745196342468,,
0,1699,0.20922836661338806,,
0,1749,0.2128521054983139,,
0,1799,0.2131941169500351,,
0,1849,0.20377062261104584,,
0,1899,0.21958686411380768,,
0,1949,0.2067653387784958,,
0,1999,0.21006833016872406,,
0,2049,0.22347742319107056,,
0,2099,0.20372483134269714,,
0,2149,0.20896533131599426,,
0,2199,0.20863835513591766,,
0,2249,0.2028714269399643,,
0,2299,0.21071958541870117,,
0,2349,0.21460989117622375,,
0,2399,0.19805607199668884,,
0,2449,0.2031211256980896,,
0,2499,0.20575670897960663,,
0,2549,0.20291052758693695,,
0,2599,0.20391452312469482,,
0,2649,0.2082550823688507,,
0,2699,0.20913684368133545,,
0,2749,0.2056601494550705,,
0,2799,0.20714953541755676,,
0,2849,0.2067430168390274,,
0,2899,0.18180963397026062,,
0,2949,0.2063315361738205,,
0,2999,0.20287229120731354,,
0,3049,0.19626961648464203,,
0,3099,0.19549685716629028,,
0,3149,0.20129996538162231,,
0,3199,0.1933772712945938,,
0,3249,0.20276319980621338,,
0,3299,0.1905878335237503,,
0,3349,0.19276157021522522,,
0,3399,0.18410144746303558,,
0,3449,0.20014628767967224,,
0,3499,0.19885601103305817,,
0,3549,0.2002122551202774,,
0,3599,0.1985481083393097,,
0,3649,0.19278930127620697,,
0,3699,0.19663651287555695,,
0,3749,0.19382880628108978,,
0,3799,0.19548766314983368,,
0,3849,0.19703669846057892,,
0,3899,0.18869516253471375,,
0,3949,0.19652192294597626,,
0,3999,0.20198960602283478,,
0,4049,0.20257563889026642,,
0,4099,0.1917020082473755,,
0,4149,0.20080900192260742,,
0,4199,0.19458715617656708,,
0,4249,0.18630047142505646,,
0,4299,0.1872185617685318,,
0,4349,0.19336339831352234,,
0,4399,0.189774751663208,,
0,4449,0.18449127674102783,,
0,4499,0.19348835945129395,,
0,4549,0.18548420071601868,,
0,4599,0.19121910631656647,,
0,4649,0.1868576854467392,,
0,4699,0.19299569725990295,,
0,4749,0.19199217855930328,,
0,4799,0.1834912896156311,,
0,4849,0.18311898410320282,,
0,4899,0.19843420386314392,,
0,4949,0.1884855180978775,,
0,4999,0.19506217539310455,,
0,5049,0.1893773376941681,,
0,5099,0.18764682114124298,,
0,5149,0.18154539167881012,,
0,5199,0.18834742903709412,,
0,5249,0.18728339672088623,,
0,5299,0.18730267882347107,,
0,5349,0.19462570548057556,,
0,5399,0.1881977766752243,,
0,5449,0.18863579630851746,,
0,5499,0.18740195035934448,,
0,5549,0.18965975940227509,,
0,5599,0.1861872375011444,,
0,5649,0.18300847709178925,,
0,5699,0.18778975307941437,,
0,5749,0.19345270097255707,,
0,5799,0.1894785761833191,,
0,5849,0.19087497889995575,,
0,5899,0.18264831602573395,,
0,5949,0.18394997715950012,,
0,5999,0.19145995378494263,,
0,6049,0.18472737073898315,,
0,6099,0.19222526252269745,,
0,6149,0.17404428124427795,,
0,6199,0.18577119708061218,,
0,6249,0.18751884996891022,,
0,6299,0.1811298131942749,,
0,6349,0.18812087178230286,,
0,6399,0.1899711936712265,,
0,6449,0.18389984965324402,,
0,6499,0.17339928448200226,,
0,6549,0.18323911726474762,,
0,6599,0.19089525938034058,,
